PROVINCE NAME>>,<<PROVINCE FIPS>>,<<COUNTRY NAME>>,<<COUNTRY FIPS>>,<<COUNTRY GMI>>,<<PROVINCE GMI
Greater Accra>>,<<GH01>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA-GAC>>,<<GHA-GAC
Volta>>,<<GH08>>,<<Ghana>>,<<GH>>,<<GHA>>,<<GHA-VOL>>,<<GHA-VOL
Amou>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-AMO>>,<<TGO-AMO
Kloto>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-KLT>>,<<TGO-KLT
Ogou>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-OGO>>,<<TGO-OGO
Wawa>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-WAW>>,<<TGO-WAW
Zio>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-ZIO>>,<<TGO-ZIO
Atlantique>>,<<BN02>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN-ATL>>,<<BEN-ATL
Mono>>,<<BN04>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN-MON>>,<<BEN-MON
Oueme>>,<<BN05>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN-OUE>>,<<BEN-OUE
Golfe>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-GLF>>,<<TGO-GLF
Haho>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-HAH>>,<<TGO-HAH
Lacs>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-LAC>>,<<TGO-LAC
Vo>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-VOO>>,<<TGO-VOO
Yoto>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-YOT>>,<<TGO-YOT
Assoli>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-ASL>>,<<TGO-ASL
Bassar>>,<<TO05>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-BSS>>,<<TGO-BSS
Kozah>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-KZH>>,<<TGO-KZH
Nyala>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-NYL>>,<<TGO-NYL
Sotouboua>>,<<TO16>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-SOT>>,<<TGO-SOT
Tchaoudjo>>,<<TO20>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-TCD>>,<<TGO-TCD
Atakora>>,<<BN01>>,<<Benin>>,<<BN>>,<<BEN>>,<<BEN-ATK>>,<<BEN-ATK
Binah>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-BNH>>,<<TGO-BNH
Doufelgou>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-DFL>>,<<TGO-DFL
Keran>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-KRN>>,<<TGO-KRN
Oti>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-OTI>>,<<TGO-OTI
Tone>>,<<TO>>,<<Togo>>,<<TO>>,<<TGO>>,<<TGO-TON>>,<<TGO-TON
Anambra>>,<<NI25>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-ANM>>,<<NGA-ANM
Bauchi>>,<<NI06>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-BAU>>,<<NGA-BAU
Delta>>,<<NI36>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-DEL>>,<<NGA-DEL
Edo>>,<<NI37>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-EDO>>,<<NGA-EDO
Enugu>>,<<NI38>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-ENU>>,<<NGA-ENU
Abuja Capital Territory (Abuja)>>,<<NI11>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-FCT>>,<<NGA-FCT
Kaduna>>,<<NI23>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-KAD>>,<<NGA-KAD
Kogi>>,<<NI41>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-KOG>>,<<NGA-KOG
Plateau>>,<<NI19>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-PLA>>,<<NGA-PLA
Agadez>>,<<NG01>>,<<Niger>>,<<NG>>,<<NER>>,<<NER-AGD>>,<<NER-AGD
Maradi>>,<<NG04>>,<<Niger>>,<<NG>>,<<NER>>,<<NER-MAR>>,<<NER-MAR
Zinder>>,<<NG07>>,<<Niger>>,<<NG>>,<<NER>>,<<NER-ZND>>,<<NER-ZND
Jigawa>>,<<NI39>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-JIG>>,<<NGA-JIG
Kano>>,<<NI29>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-KAN>>,<<NGA-KAN
Katsina>>,<<NI24>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-KAT>>,<<NGA-KAT
Sokoto>>,<<NI33>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-SOK>>,<<NGA-SOK
Yobe>>,<<NI44>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-YOB>>,<<NGA-YOB
Gnagna>>,<<UV21>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA-GNG>>,<<BFA-GNG
Gourma>>,<<UV22>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA-GRM>>,<<BFA-GRM
Seno>>,<<UV38>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA-SEN>>,<<BFA-SEN
Tapoa>>,<<UV42>>,<<Burkina Faso>>,<<UV>>,<<BFA>>,<<BFA-TAP>>,<<BFA-TAP
Dosso>>,<<NG03>>,<<Niger>>,<<NG>>,<<NER>>,<<NER-DOS>>,<<NER-DOS
Niamey>>,<<NG05>>,<<Niger>>,<<NG>>,<<NER>>,<<NER-NIA>>,<<NER-NIA
Tahoua>>,<<NG06>>,<<Niger>>,<<NG>>,<<NER>>,<<NER-TAH>>,<<NER-TAH
Kebbi>>,<<NI40>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-KEB>>,<<NGA-KEB
Haute-Sangha>>,<<CT04>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-HSN>>,<<CAF-HSN
Sangha>>,<<CT16>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-SNG>>,<<CAF-SNG
Centre>>,<<CM11>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR-CNT>>,<<CMR-CNT
Est>>,<<CM04>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR-EST>>,<<CMR-EST
Sud>>,<<CM14>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR-SUD>>,<<CMR-SUD
Sangha>>,<<CF10>>,<<Congo>>,<<CF>>,<<COG>>,<<COG-SNG>>,<<COG-SNG
Ogooue-Ivindo>>,<<GB06>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB-OIV>>,<<GAB-OIV
Woleu-Ntem>>,<<GB09>>,<<Gabon>>,<<GB>>,<<GAB>>,<<GAB-WNT>>,<<GAB-WNT
Nana-Mambere>>,<<CT09>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-NMM>>,<<CAF-NMM
Ouham-Pende>>,<<CT13>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-OPE>>,<<CAF-OPE
Adamoua>>,<<CM10>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR-ADM>>,<<CMR-ADM
Nord>>,<<CM13>>,<<Cameroon>>,<<CM>>,<<CMR>>,<<CMR-NOR>>,<<CMR-NOR
Adamawa>>,<<NI35>>,<<Nigeria>>,<<NI>>,<<NGA>>,<<NGA-ADM>>,<<NGA-ADM
Logone Occidental>>,<<CD08>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD-LOC>>,<<TCD-LOC
Logone Oriental>>,<<CD09>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD-LOR>>,<<TCD-LOR
Mayo Kebi>>,<<CD10>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD-MKE>>,<<TCD-MKE
Tandjile>>,<<CD14>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD-TND>>,<<TCD-TND
Bamingui-Bangoran>>,<<CT01>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-BBN>>,<<CAF-BBN
Gribingui>>,<<CT15>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-GRB>>,<<CAF-GRB
Kemo-Gribingui>>,<<CT06>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-KGR>>,<<CAF-KGR
Ouaka>>,<<CT11>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-OUA>>,<<CAF-OUA
Ouham>>,<<CT12>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-OUH>>,<<CAF-OUH
Vakaga>>,<<CT14>>,<<Central African Republic>>,<<CT>>,<<CAF>>,<<CAF-VAK>>,<<CAF-VAK
Moyen-Chari>>,<<CD11>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD-MCH>>,<<TCD-MCH
Salamat>>,<<CD13>>,<<Chad>>,<<CD>>,<<TCD>>,<<TCD-SLM>>,<<TCD-SLM
Illizi>>,<<AG46>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-ILL>>,<<DZA-ILL
Tamanghasset>>,<<AG53>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-TMN>>,<<DZA-TMN
Emilia-Romagna>>,<<IT05>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-ERM>>,<<ITA-ERM
Liguria>>,<<IT08>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-LIG>>,<<ITA-LIG
Sardegna>>,<<IT14>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-SRD>>,<<ITA-SRD
Toscana>>,<<IT16>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-TSC>>,<<ITA-TSC
Monaco>>,<<MN>>,<<Monaco>>,<<MN>>,<<MCO>>,<<MCO>>,<<MCO
El Bayadh>>,<<AG42>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-EBY>>,<<DZA-EBY
El Oued>>,<<AG43>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-EOD>>,<<DZA-EOD
Ghardaia>>,<<AG45>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-GHD>>,<<DZA-GHD
Laghouat>>,<<AG25>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-LGH>>,<<DZA-LGH
Ouargla>>,<<AG50>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-ORG>>,<<DZA-ORG
Ghadamis>>,<<LY56>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-GHD>>,<<LBY-GHD
Madaniyin>>,<<TS28>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-MDN>>,<<TUN-MDN
Quibili>>,<<TS31>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-QBL>>,<<TUN-QBL
Tatawin>>,<<TS34>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-TTW>>,<<TUN-TTW
Andorra>>,<<AN>>,<<Andorra>>,<<AN>>,<<AND>>,<<AND>>,<<AND
Alger>>,<<AG01>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-ALG>>,<<DZA-ALG
Boumerdes>>,<<AG40>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-BMR>>,<<DZA-BMR
Tizi Ouzou>>,<<AG14>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-TOU>>,<<DZA-TOU
Tipaza>>,<<AG55>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-TPZ>>,<<DZA-TPZ
Isles Baleares>>,<<SP07>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP-BLR>>,<<ESP-BLR
Cataluna>>,<<SP56>>,<<Spain>>,<<SP>>,<<ESP>>,<<ESP-CTL>>,<<ESP-CTL
Ain Defla>>,<<AG35>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-ADF>>,<<DZA-ADF
Chlef>>,<<AG41>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-CHL>>,<<DZA-CHL
Mascara>>,<<AG26>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-MSC>>,<<DZA-MSC
Mostaganem>>,<<AG07>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-MST>>,<<DZA-MST
Relizane>>,<<AG51>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-RLZ>>,<<DZA-RLZ
Saida>>,<<AG10>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-SAI>>,<<DZA-SAI
Tiaret>>,<<AG13>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-TIA>>,<<DZA-TIA
Tissemsilt>>,<<AG56>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-TSS>>,<<DZA-TSS
Bourdj Bou Arrer>>,<<AG39>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-BBA>>,<<DZA-BBA
Bejaia>>,<<AG18>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-BEJ>>,<<DZA-BEJ
Blida>>,<<AG20>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-BLI>>,<<DZA-BLI
Bouira>>,<<AG21>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-BOU>>,<<DZA-BOU
Biskra>>,<<AG19>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-BSK>>,<<DZA-BSK
Djelfa>>,<<AG22>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-DJL>>,<<DZA-DJL
Medea>>,<<AG06>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-MED>>,<<DZA-MED
M'Sila>>,<<AG27>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-MSL>>,<<DZA-MSL
Setif>>,<<AG12>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-SET>>,<<DZA-SET
Batna>>,<<AG03>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-BAT>>,<<DZA-BAT
Constantine>>,<<AG04>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-CNS>>,<<DZA-CNS
Guelma>>,<<AG23>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-GUE>>,<<DZA-GUE
Khenchela>>,<<AG47>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-KHN>>,<<DZA-KHN
Mila>>,<<AG48>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-MIL>>,<<DZA-MIL
Oum el Bouaghi>>,<<AG29>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-OEB>>,<<DZA-OEB
Souk Ahras>>,<<AG52>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-SAH>>,<<DZA-SAH
Tebessa>>,<<AG33>>,<<Algeria>>,<<AG>>,<<DZA>>,<<DZA-TBS>>,<<DZA-TBS
Tawzar>>,<<TS35>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-TWZ>>,<<TUN-TWZ
Aryanah>>,<<TS26>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-ARY>>,<<TUN-ARY
Bajah>>,<<TS17>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-BAJ>>,<<TUN-BAJ
Bin 'Arus>>,<<TS27>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-BNR>>,<<TUN-BNR
Banzart>>,<<TS18>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-BNZ>>,<<TUN-BNZ
Jundubah>>,<<TS06>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-JND>>,<<TUN-JND
Nabul>>,<<TS19>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-NAB>>,<<TUN-NAB
Tunis>>,<<TS36>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-TUN>>,<<TUN-TUN
Al Kaf>>,<<TS14>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-AKA>>,<<TUN-AKA
Al Qasrayn>>,<<TS02>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-AQS>>,<<TUN-AQS
Qabis>>,<<TS29>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-QAB>>,<<TUN-QAB
Qafsah>>,<<TS10>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-QFS>>,<<TUN-QFS
Sidi Bu Zayd>>,<<TS33>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-SBZ>>,<<TUN-SBZ
Safaqis>>,<<TS32>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-SFQ>>,<<TUN-SFQ
Silyanah>>,<<TS22>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-SLY>>,<<TUN-SLY
Al Mahdiyah>>,<<TS15>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-AMH>>,<<TUN-AMH
Al Munastir>>,<<TS16>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-AMN>>,<<TUN-AMN
Al Qayrawan>>,<<TS03>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-AQY>>,<<TUN-AQY
Susah>>,<<TS23>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-SUS>>,<<TUN-SUS
Zaghwan>>,<<TS37>>,<<Tunisia>>,<<TS>>,<<TUN>>,<<TUN-ZGH>>,<<TUN-ZGH
Ionian Islands>>,<<GR>>,<<Greece>>,<<GR>>,<<GRC>>,<<GRC-IIS>>,<<GRC-IIS
Peloponnisos>>,<<GR>>,<<Greece>>,<<GR>>,<<GRC>>,<<GRC-PLP>>,<<GRC-PLP
Basilicata>>,<<IT02>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-BSL>>,<<ITA-BSL
Calabria>>,<<IT03>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-CLB>>,<<ITA-CLB
Campania>>,<<IT04>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-CMP>>,<<ITA-CMP
Molise>>,<<IT11>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-MOL>>,<<ITA-MOL
Puglia>>,<<IT13>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-PUG>>,<<ITA-PUG
Sicilia>>,<<IT15>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-SIC>>,<<ITA-SIC
Malta>>,<<MT>>,<<Malta>>,<<MT>>,<<MLT>>,<<MLT>>,<<MLT
Croatia>>,<<HR>>,<<Croatia>>,<<HR>>,<<HRV>>,<<HRV>>,<<HRV
Abruzzi>>,<<IT01>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-ABR>>,<<ITA-ABR
Lazio>>,<<IT07>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-LAZ>>,<<ITA-LAZ
Marche>>,<<IT10>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-MRC>>,<<ITA-MRC
Umbria>>,<<IT18>>,<<Italy>>,<<IT>>,<<ITA>>,<<ITA-UMB>>,<<ITA-UMB
San Marino>>,<<SM>>,<<San Marino>>,<<SM>>,<<SMR>>,<<SMR>>,<<SMR
Vatican City>>,<<VT>>,<<Vatican City>>,<<VT>>,<<VAT>>,<<VAT>>,<<VAT
Durres>>,<<AL03>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-DRR>>,<<ALB-DRR
Fier>>,<<AL05>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-FIE>>,<<ALB-FIE
Lushnje>>,<<AL14>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-LSH>>,<<ALB-LSH
Shkoder>>,<<AL21>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-SHK>>,<<ALB-SHK
Tropoje>>,<<AL26>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-TRP>>,<<ALB-TRP
Vlore>>,<<AL27>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-VLO>>,<<ALB-VLO
Bosnia & Herzegovina>>,<<BK>>,<<Bosnia & Herzegovina>>,<<BK>>,<<BIH>>,<<BIH>>,<<BIH
Montenegro>>,<<MJ>>,<<Montenegro>>,<<MJ>>,<<MNE>>,<<MNE>>,<<MNE
Serbia>>,<<RB>>,<<Serbia>>,<<RB>>,<<SRB>>,<<SRB>>,<<SRB-SRB
Kolonje>>,<<AL08>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-KLN>>,<<ALB-KLN
Korce>>,<<AL09>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-KOR>>,<<ALB-KOR
Pogradec>>,<<AL18>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-PGR>>,<<ALB-PGR
Thessalia>>,<<GR>>,<<Greece>>,<<GR>>,<<GRC>>,<<GRC-THS>>,<<GRC-THS
Macedonia>>,<<MK>>,<<Macedonia>>,<<MK>>,<<MKD>>,<<MKD>>,<<MKD
Berat>>,<<AL01>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-BER>>,<<ALB-BER
Elbasan>>,<<AL04>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-ELB>>,<<ALB-ELB
Gjirokaster>>,<<AL06>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-GJR>>,<<ALB-GJR
Gramsh>>,<<AL07>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-GRM>>,<<ALB-GRM
Permet>>,<<AL17>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-PRM>>,<<ALB-PRM
Skrapar>>,<<AL22>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-SKR>>,<<ALB-SKR
Sarande>>,<<AL20>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-SRN>>,<<ALB-SRN
Tepelene>>,<<AL23>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-TPL>>,<<ALB-TPL
Ipiros>>,<<GR>>,<<Greece>>,<<GR>>,<<GRC>>,<<GRC-IPR>>,<<GRC-IPR
Dibre>>,<<AL02>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-DIB>>,<<ALB-DIB
Kruje>>,<<AL10>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-KRU>>,<<ALB-KRU
Kukes>>,<<AL11>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-KUK>>,<<ALB-KUK
Librazhd>>,<<AL13>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-LBR>>,<<ALB-LBR
Lezhe>>,<<AL12>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-LEZ>>,<<ALB-LEZ
Mat>>,<<AL15>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-MAT>>,<<ALB-MAT
Mirdite>>,<<AL16>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-MRD>>,<<ALB-MRD
Puke>>,<<AL19>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-PUK>>,<<ALB-PUK
Tirane>>,<<AL28>>,<<Albania>>,<<AL>>,<<ALB>>,<<ALB-TIR>>,<<ALB-TIR
Al Jufrah>>,<<LY05>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-AJF>>,<<LBY-AJF
Al Kufrah>>,<<LY08>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-AKF>>,<<LBY-AKF
Al Khums>>,<<LY50>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-AKH>>,<<LBY-AKH
Ash Shati'>>,<<LY13>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-ASH>>,<<LBY-ASH
Awbari>>,<<LY52>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-AWB>>,<<LBY-AWB
Murzuq>>,<<LY30>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-MRZ>>,<<LBY-MRZ
Misratah>>,<<LY58>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-MSR>>,<<LBY-MSR
Sabha>>,<<LY34>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-SAB>>,<<LBY-SAB
Zlitan>>,<<LY45>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-ZLT>>,<<LBY-ZLT
Al 'Aziziyah>>,<<LY03>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-AAZ>>,<<LBY-AAZ
An Nuqat al Khams>>,<<LY51>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-ANQ>>,<<LBY-ANQ
Az Zawiyah>>,<<LY53>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-AZW>>,<<LBY-AZW
Gharyan>>,<<LY57>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-GHR>>,<<LBY-GHR
Sawfajjin>>,<<LY59>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-SWF>>,<<LBY-SWF
Tarabulus>>,<<LY61>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-TRB>>,<<LBY-TRB
Tarhunah>>,<<LY41>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-TRH>>,<<LBY-TRH
Yafran>>,<<LY62>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-YFR>>,<<LBY-YFR
Al Fatih>>,<<LY48>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-AFT>>,<<LBY-AFT
Al Jabal al Akhdar>>,<<LY49>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-AJB>>,<<LBY-AJB
Ajdabiya>>,<<LY47>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-AJD>>,<<LBY-AJD
Banghazi>>,<<LY54>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-BNG>>,<<LBY-BNG
Surt>>,<<LY60>>,<<Libya>>,<<LY>>,<<LBY>>,<<LBY-SUR>>,<<LBY-SUR
Al Gharbiyah>>,<<EG05>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-AGH>>,<<EGY-AGH
Al Isma'iliyah>>,<<EG07>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-AIM>>,<<EGY-AIM
Al Minufiyah>>,<<EG09>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-AMN>>,<<EGY-AMN
Al Qahirah>>,<<EG11>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-AQH>>,<<EGY-AQH
Al Qalyubiyah>>,<<EG12>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-AQL>>,<<EGY-AQL
Ash Sharqiyah>>,<<EG14>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-ASH>>,<<EGY-ASH
As Suways>>,<<EG15>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-ASW>>,<<EGY-ASW
Ad Daqahliyah>>,<<EG01>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-ADQ>>,<<EGY-ADQ
Bur Sa'id>>,<<EG19>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-BSA>>,<<EGY-BSA
Dumyat>>,<<EG20>>,<<Egypt>>,<<EG>>,<<EGY>>,<<EGY-DMY>>,<<EGY-DMY
